en_sentence	translation	variety	county	orthography
His thesis, entitled ‘Theater als Form des Widerstands in Kurdistan’ (Theatre as a form of resistance in Kurdistan), was published in 2002, becoming the first book in a European language to deal exclusively with modern Kurdish theatre 	"پایاننامەی زەنگەنە ڤە سەردێڕ "" Theater als Form des Widerstands in Kurdistan"" (شانۆ جوور شێڤەیێ ئەژ بەرخوەدان دە کوردستان) دە ساڵ ٢٠٠٢ بڵاو کریا و یەکەم کتەو ڤە زۆنێ ئەوروپایی بی ک بەتایبەتی باس ئەژ شانۆی مۆدێڕن کوردی کەرێ "	Pehley	Pahleh	Southern Kurdish
Having worked for the city of Munich, at Refugio München and afterwards, at the Youth Migration Centre at AWO München, he has organized and directed theatre projects with young people and adolescents, many of them in the areas of intercultural integration.	"ئەڤی دمای کار ڤەر شار موونیخ، دە "" Refugio München"" و دمای ئەڤەیش، دە ناڤەند پەنابەری لاڤەل دە AWO München، پرووژەل شانۆیی ئەگەرد جوانەل سازماندهی و دەرهێنەری کردیه، ک فرینەیۆن دە بوار یەکگرتن فەرهەنگین"	Pehley	Pahleh	Southern Kurdish
Some of these projects include Als der Frühling auf die Erd nicht kam (When Spring Did Not Come to Earth, 1996), Der Mondwanderer (The Moonwalker, 1997), Sprache der Tiere (Language of Animals, 1998) and Traum einer Schülerin (A Student’s Dream, 2004).	"بڕێ ئەژ ئێ پرووژەلە بریتین ئەژ: "" Als der Frühling auf die Erd nicht kam"" (ڤەختێ ڤهار نیەتە زەمین، ١٩٩٦)، "" Der Mondwanderer"" (مانگەشەو خڕ، ١٩٧٧)، "" Sprache der Tiere"" (زۆن ئاژەڵەل، ١٩٨٨) و "" Traum einer Schülerin"" (خەون خوەنەکاری، ٢٠٠٤)"	Pehley	Pahleh	Southern Kurdish
Zangana has written and directed Geschichte einer Ramentromel (History of a Drum, 2002), which toured Munich, Stuttgart, Nuremberg and Berlin, and Lieder der anderen Mütter (Songs of Other Mothers, 2009), which went on-stage at the Gasteig in Munich and in Dachau where it was followed by a panel discussion with survivors from Dachau, Hiroshima and Halabja.	"زەنگەنە نڤیسکار و دەرهێنەر "" Geschichte einer Ramentromel"" (دیرووک دووڵێ، ٢٠٠٢) بییە ک دە موونیخ، شتووتگارت، نۆرنبرگ و برڵین توور ڤەڕێەو بردیه و "" Lieder der anderen Mütter"" (ئاوازەل داڵکەل تر، ٢٠٠٩) ک دە گاستایش دە موونیخ و دە داخائح نمایش کریا و دمای ئەڤە یەکڤینینێ ئەگەرد بازمەنەل داخائۆ، هیرۆشیما و حەڵەپچە پێکیەت"	Pehley	Pahleh	Southern Kurdish
He has also co-organized Kurdish theatre conferences in Munich and Nuremberg in 2006, 2007 and 2013.	ئەڤی هێچنەیش کۆنفرانسەل شانۆی کوردی دە ساڵەل ٢٠٠٦، ٢٠٠٧ و ٢٠١٣ دە موونیخ و نۆرنبرگ ڤەڕێەو بردیە	Pehley	Pahleh	Southern Kurdish
In 2020, Zangana published his second book on Kurdish theatre entitled Theater als therapeutische Erinnerungsarbeit.	زەنگەنە دە ساڵ ٢٠٢٠ دوومین کتەو خوەی ڤەناو Theater als therapeutische Erinnerungsarbeit  سەبارەت ڤە شانۆی کوردی بڵاوکردەو. 	Pehley	Pahleh	Southern Kurdish
In Germany, co-founder of  ̧Sermola Performans, Mirza Metin has received scholarships from ifa (Institute for Foreign Cultural Relations) and the Martin Roth Initiative as an artist-in-residence with the Bonne fringe ensemble.	میرزا مەتین، یەکێ ئەژ دامەرزەنەل شەرمۆلا پەرفۆرمانس، دە ئاڵمان بوورسییەی خوەنەکاریIFA و ئبتکار مارتین ڕاس جوور هونەرمەند دە شوون ئەگەرد گرووپ بۆن ڤەرگرتیە	Pehley	Pahleh	Southern Kurdish
In 2018, with the financial support of the state of North Rhine-Westphalia, fringe ensemble’s founder, Frank Heuel, and Metin founded NEXUS, a Kurdish-German theatre network intended to promote alliances between Kurdish and German actors, directors, playwrights, musicians, designers and other Kurdish theatre artists living in Germany.	دە ساڵ ٢٠١٨، ڤە پاڵپشتی ئابووری ئەیاڵەت نۆرس دراین-وستفاڵن، بنیاتنەر گرووپ فرینج، فرانک هەیئل و مەتین، نەخوس دامەرزەنن. ک شەبەکەی تئاتر کوردی-ئاڵمانییێ بی ک ئارمانجی گەشەداین یەکگری بەین بازیگەرەل و دەرهێنەرەل، نمایشنامەنڤیسەل، مووسیقازانەل و تەراحەل و هونەرمەندەل تئاتر کورد و ئاڵمانی دانیشتووی ئاڵمان بی.	Pehley	Pahleh	Southern Kurdish
In October 2011, Fethi Karakecili directed Mem û Zîn, the first Kurdish musical to go on-stage in Canada.	"دە ئۆکتۆبر ٢٠١١، فەتحی کاراکەجیلی ""مەم و زین"" دەرهێنەری کرد، یەکەم موزیکاڵ کوردی ک دە کەنادا نمایش کریا"	Pehley	Pahleh	Southern Kurdish
At Toronto’s Isabel Bader Theatre, twenty dancers from eleven distinct backgrounds and dance styles participated in this unique performance that used a blend of Kurdish and non-Kurdish dance styles (folk, contemporary and ballet).	دە شانۆی ئیزابل بادر تۆرنتۆ، بیست ئەڵپەرکەکەر ئەژ یازدە بوار و شێڤاز ئەڵپەرکە و ڕەقس جوورڤەجوور دە ئێ نمایش بێ‌ڤینە بەشداری کردن ک تێکەڵاوێ ئەژ شێڤازەل ئەڵپەرکەی کوردی و غەیر کوردی (فۆڵکلۆر، همچەرخ و باڵە) کەڵک دگرت	Pehley	Pahleh	Southern Kurdish
Sena Dersimi, a Kurdish singer from Germany, performed vocals and acted in the performance 	سەنا درسیمی، سترانبێژ کورد خەڵک ئاڵمان دەی نمایشە جگا ئەژ ئەکتەری، ئاوازیش پێشکەش کرد 	Pehley	Pahleh	Southern Kurdish
Karakecili, a graduate of York University, has been working in the field of Turkish, Kurdish and Middle Eastern dance and music for over thirty years and has written about Kurdish rituals, dance and music.	کاراکەجیلی، دەرچییەی زانستگای یۆرک، فرەتر ئەژ سی ساڵە ک دە بوار ڕەقس و موسیقای تڕکی، ڕووژهەڵات‌نامین و ئەڵپەرکە و موسیقای کوردی چاڵاکی کەرێ و دەربارەی نەریتەل، ئەڵپەرکە و موسیقای کوردی هەم نیسەنیە.	Pehley	Pahleh	Southern Kurdish
Starting in March 2014, Hevgirtina Rew ̧senbîrên Rojavayê Kurdistanê (Union of Intellectuals from Western Kurdistan – HRRK) has held annual culture and arts festivals in Europe, with participants from different parts of Kurdistan.	"ئەژ مارچ ٢٠١٤، ""هەڤگرتنا ڕەوشەنبیرێن ڕۆژئاڤایێ کوردستانێ – HRRK""، فستیڤاڵەل فەرهەنگی و هونەری ساڵانەیێ دە ئەوروپا و ڤە بەشداربییەلێ ئەژ دەڤەرەل جوورڤەجوور کوردستان ڤەڕێەو بردیە"	Pehley	Pahleh	Southern Kurdish
In May 2017, HRRK held its fourth Rojava Culture and Art Festival (Festîvala Çand û Hunerê ya Rojava) simultaneously in the German city of Wuppertal and in Qamishli.	دە مانگ مەی ٢٠١٧، HRRK چوارمین فستیڤاڵ فەرهەنگ و هونەر ڕووژئاڤا (فەستیڤالا چاند و هونەرێ یا ڕۆژئاڤا) ڤە شێڤەی همزەمان دە شار ووپرتاڵ ئاڵمان و دە قامشلوو ڤەڕێەو برد	Pehley	Pahleh	Southern Kurdish
Participants from different parts of Kurdistan engaged in activities ranging from theatrical performances to poetry recitations and storytelling.	بەشداربییەل ئەژ دەڤەرەل جوورڤەجوور کوردستان ڤە چاڵاکییەلێ ئەژ نمایش نمایشەل شانۆ بگر تا شعرخوەنین و چیرووک‌بێژی پێشکەش کردن	Pehley	Pahleh	Southern Kurdish
The fifth festival, which was held in April 2018 in Wuppertal and Kobani, was held under the motto ‘Em hemû Efrînî ne’ (We are all from Afrin) in solidarity with the Kurds of Afrin who had come under Turkish military attack earlier that year.	"پەنجمین فستیڤاڵ ک دە ئاپریل ٢٠١٨ دە ووپرتاڵ و کۆبانێ ڤەڕێەو چی، ڤە درووشم ""ئەم هەموو عەفرینینە"" ڤەر همبەستەگی و یەکدڵی کوردەل عەفرین ک دە سەرەتای ئەو ساڵە کەفتووییە ژێر ئێرش ئەرتش تڕکیە، ڤەڕێەو چی"	Pehley	Pahleh	Southern Kurdish
The poems, stories, plays and musical performances all addressed the issue of Afrin.	شعرەل، چیرووکەل، شانۆنامەل و پێشکەشکارییەل موسیقایی گرد ئاماژە ڤە کارەسات عەفرین دکردن	Pehley	Pahleh	Southern Kurdish
One year later, during the sixth Rojava Culture and Art Festival held in Wuppertal, young Kurdish artists performed Rawestgah (Station), a play written by the Syrian-Kurdish Helim Yusiv that drew on themes of loss and exile by depicting the Kurds’ futile wait for a train home that never arrives.	"یەک ساڵ دماتر، دە شەشمین فستیڤاڵ فەرهەنگ و هونەر ڕووژئاڤا ک دە ووپرتاڵ ڤەڕێەو چی، هونەرمەندەل لاڤ کورد ""ڕاوەستگاه‍"" نمایش کردن، شانۆنامەیێ ئەژ نڤیسین حەلیم یووسف ڕووژئاڤایی ک ڤە نشۆن‌داین و دەرخسن چەوەڕێ مەنن بێ‌کەڵک کوردەل چەمکەل ئەژ دەس داین و دەرکردن و تەبعید ڤەر قەتارێ ک هیچڤەخت نێڕەسێ دەرخسێ و نشۆن دێ."	Pehley	Pahleh	Southern Kurdish
Conclusion	ئاکام	Pehley	Pahleh	Southern Kurdish
The history of Kurdish theatre is the story of a nation’s struggle to survive against attempts at eradicating its language, culture and identity.	دیرووک شانۆی کوردی چیرووک شەڕ نەتەوەیێ ڤەر مانەوە دە بەرابەر تەقەلال ڤەر ڕیشگ هشک‌کردن و ژنۆساید زۆن، فەرهەنگ و شووناسۆنە	Pehley	Pahleh	Southern Kurdish
This history has been characterized by bans, persecution and violence.	ئێ دیرووکە ئەگەرد قەدەغەل، ئازار و ئەزیەت و تن‌وتێژی دیار کەفتیە	Pehley	Pahleh	Southern Kurdish
Moreover, the Kurds’ lack of national institutions to safeguard their culture and national heritage means that many theatre events have gone unrecorded and therefore much of the Kurdish theatre history has been lost and is unrecoverable or remains hidden.	جگا ئەژ یە، نەڤین ڕێکخراوە و نەهادەل نەتەوەیی کوردەل ڤەر پاراستن ئەژ فەرهەنگ و میرات نەتەوڤەییۆن ڤەی ڤاتاو ک فرینەی ڕووداو و پێشیەتەل شانۆ توومار نەکریانە و ڤەی مدووە فرینەیێ ئەژ دیرووک شانۆی کوردی ئەژ نەو چییە یا ئەوشار کەفتیە	Pehley	Pahleh	Southern Kurdish
In Turkey, archives have been lost to police confiscations and raids of performance venues.	دە باکوور و تورکیه، بایگانی و ئارشیڤەل ڤە مدووی مسادرەی پلیس و ئێرش ڤە شوونەل نمایش گوم بییە	Pehley	Pahleh	Southern Kurdish
While wars, displacement and the persecution, repression and erasures of Kurdish cultural and artistic production continue to date, grassroots efforts to build the foundations of a modern Kurdish theatre are illustrative of the Kurdish artists’ resilience and the importance of theatre in maintaining cultural identity.	دە حاڵێ ک شەڕەل، ئاوارەگی و ئازار، سەرکوت و نەمەنن بەرهەمهێنانەل فەرهەنگی و هونەری کوردی تا ڤە ئێمروو بەردەڤام بییە، تەقەلال مەردمی ڤەر پێکئەوردن پایەل یەک شانۆی مۆدێرن کوردی نشۆندەر بەرخوەدان و پاڤەگەزدان هونەرمەندەل کورد و گرینگی شانۆ دە پاراستن فەرهەنگ و شووناس کوردییە.	Pehley	Pahleh	Southern Kurdish
I don’t want to clean my teeth	نیخوازم مسواک بەم	Garusi	Bijar	Southern Kurdish
Once there was a little girl called Kitty.	دۊەت بۊچکی بی، ناوی کیتی بی.	Garusi	Bijar	Southern Kurdish
Kitty didn’t want to brush and clean her teeth.	کیتی دڵی نیخواست مسواک بەی و دڏانەگانی بشۊری.	Garusi	Bijar	Southern Kurdish
Each night she would cry and scream and throw her toothbrush to the ground.	گ شەوی دگیرست و دقیژان و مسواکەگەی فەڕە دڏا و دخستەیە بان زەمین.	Garusi	Bijar	Southern Kurdish
One night she even wrote her name in toothpaste on the bathroom wall.	تەنانانەت یەی شەو وه خەمیردڏان ناو خوەی له بان دیوار دەسشۆیەگە نۊسی.	Garusi	Bijar	Southern Kurdish
‘I won’t clean my teeth,’ she said.	دوت: م دڏانەگانم نیشۊرم.	Garusi	Bijar	Southern Kurdish
Kitty’s mum was cross.	داڵک کیتی ئاڵووز بی	Garusi	Bijar	Southern Kurdish
‘If you don’t clean your teeth they will all fall out,’ she said.	وت: ئەگەر نەشۊریدەیان گشت دڏانەگاند کەفن.	Garusi	Bijar	Southern Kurdish
‘I don’t care,’ said Kitty.	کیتی وت: دەی چەبکەم.	Garusi	Bijar	Southern Kurdish
‘I want to have a mouth with no teeth in it, just like Grandad’s.’	خوازم هەر دڏان ناو دەمم نەو، وەک دەم دایه گەورە.	Garusi	Bijar	Southern Kurdish
‘How will you be able to chew your food?’ asked Mum.	داڵکی پرسی: جا ئەوچاغە وه چه خواردەمەنی دجاید؟	Garusi	Bijar	Southern Kurdish
‘I will only eat soup and Instant Whip and porridge,’ said Kitty	کیتی وت: تەنیا سوپ و خوراکی کوتریاگ و کومپووت دخوەم.	Garusi	Bijar	Southern Kurdish
because they don’t need any chewing!	ئاخه نیخوازی بجایدەیان.	Garusi	Bijar	Southern Kurdish
That night Kitty went to bed without cleaning her teeth.	ئەو شەوە کیتی دڏانەگانی نەشۊرد و ڕوەیه ناو جییەگەی.	Garusi	Bijar	Southern Kurdish
She put her finger in her mouth.	کلکی کرده ناو دەمیەوە.	Garusi	Bijar	Southern Kurdish
She tried to get out a piece of meat that was stuck in her tooth.	تا زەڕەی گووشت ک له بن دڏانی گیر کردۊ دراریگا.	Garusi	Bijar	Southern Kurdish
It always made Mum angry when she did that.	داڵکی هەمیشه له ئاچنەو کاری قینی دیات.	Garusi	Bijar	Southern Kurdish
Kitty could still taste the sugar on the apple pie she had for pudding, and the delicious chocolatey taste of the cocoa.	کیتی هەڵامی هەر تام شەکەر بان پای سێف و تام شوکلات ناو شیر کاکائوو مەزەدارەگە خواردۊ له ناو دەمی مینیاۊ.	Garusi	Bijar	Southern Kurdish
‘Yum, yum/ she said.	وت: گیان های.	Garusi	Bijar	Southern Kurdish
‘I like to taste my tea.	چەنی تامیان خوەشه.	Garusi	Bijar	Southern Kurdish
When you clean your teeth all the time you can only taste boring old toothpaste.	وەختی ئاڏم دڏانی شۊری تەنیا تام خراو و کۊەنەی خەمیر دڏان له ناو دەمی دمینی.	Garusi	Bijar	Southern Kurdish
I don’t believe all the things the grown-ups 	م قسیەی ئاڏم گەورەگان باوڕ نیکەم.	Garusi	Bijar	Southern Kurdish
They tell you about sweets making your teeth fall out - and anyway.	له خوەیانەوە ئۊشن شیرینی دڏان خراو کەی و دووه بایس کەفتن دڏان.	Garusi	Bijar	Southern Kurdish
I don’t care!	وه م چه.	Garusi	Bijar	Southern Kurdish
And Kitty took a sweet from the packet she had hidden under her pillow, and chewed it happily.	کیتی له ناو بەستەی شوکولاتەگە ک له ژێر باڵشتەگەی شاردۊگەوه شوکلاتیگ دراوردا و خوەشی خوەشی خواردەی.	Garusi	Bijar	Southern Kurdish
Then she turned over and fell asleep.	جا ئەڵاژیاگا و خەولەی کەفت.	Garusi	Bijar	Southern Kurdish
Kitty started to dream.	کیتی ئەو شەوە خەو دی.	Garusi	Bijar	Southern Kurdish
She dreamt that she was walking in a huge, dark wood.	خەودی وە ناو دارستان و جەنگەڵ گەورەو تیەرکی داوەریڲا.	Garusi	Bijar	Southern Kurdish
Everywhere was silence.	گشت کووره بیدەنگ بی.	Garusi	Bijar	Southern Kurdish
No birds even sang.	تەنانەت دەنگ مەلیگیش نیات.	Garusi	Bijar	Southern Kurdish
Suddenly Kitty heard a loud cry.	یەیدەفه کیتی دەنگ گیرستن ئەژنەفت.	Garusi	Bijar	Southern Kurdish
She ran towards the sound.	ڕەست وەرەولای دەنگەگه.	Garusi	Bijar	Southern Kurdish
There in a clearing she saw Little Red Riding Hood with the wolf.	له سۊچی چووڵ شنل قرمزی لای گورگی وسیاۊ.	Garusi	Bijar	Southern Kurdish
But it wasn’t Little Red Riding Hood who was crying.	شنل قرمزی نیگیرست.	Garusi	Bijar	Southern Kurdish
It was the wolf who was crying!	دەنگ گیرستن گورگەڲه بی ک هورمسگ دڕشان.	Garusi	Bijar	Southern Kurdish
Red Riding Hood kicked the wolf sharply on his knee and laughed.	شنل قرمزی، شەقی دا له پای گورگەڲه و دەس کردە کەنین.	Garusi	Bijar	Southern Kurdish
‘I’m not afraid of you any more, because you’re just a silly old toothless has-been,’ she shouted.	دقیڕان: م، ئەت له تۆ زاتم نیچی؛ تۆ گورگی بی عەقڵ و بی دڏانید.	Garusi	Bijar	Southern Kurdish
The wolf turned to Kitty.	گورگەڲه ڕەست وەرەو لای کیتی.	Garusi	Bijar	Southern Kurdish
Kitty saw that it was true.	کیتی دی شنل قرمزی ڕاس ئۊشی.	Garusi	Bijar	Southern Kurdish
The wolf had no teeth.	گورگەڲه دڏانی نەۊی.	Garusi	Bijar	Southern Kurdish
‘Where are your teeth?’ Kitty asked.	کیتی پرسی دڏانەگانت له کوورەن؟	Garusi	Bijar	Southern Kurdish
‘They all fell out,’ the wolf sighed.	گورگەڲه، ئاخی ئەڵکیشیا و وت گشتیان کەفتگن.	Garusi	Bijar	Southern Kurdish
I didn’t ever clean them after I had eaten the children and animals, when I was the Big Bad Wolf.	وەختی گورگ گەورە و خراوی بیم له شۊن خواردن زاڕووەڲان و حەیوانەگان هەر دڏانم نیشۊردم	Garusi	Bijar	Southern Kurdish
Now I can’t be a Big Bad Wolf	ئەلان ئەت نیتۊەنم گورگ گەورەی خراوی بووم.	Garusi	Bijar	Southern Kurdish
because who ever heard of a Big Bad Wolf without any teeth?	ئاخه تا ئەلان کەسی ئەژنەفتیه گورگ گەورە و خراو بی دڏان بوو؟	Garusi	Bijar	Southern Kurdish
The wolf started to cry and said	گورگ دووارە دەس کرده گیرستن و وت	Garusi	Bijar	Southern Kurdish
The other day I tried to frighten the Three Little Pigs	ڕووژیگ سێان گیسک ترسانم	Garusi	Bijar	Southern Kurdish
but they just laughed and said that when I blew their house down they’d give me some rice pudding for my gums.’	وەلی گیسکەڲان تەنیا وەم بینه کەنینەوە و وتن ئەگەر دەرماڵمان بتەقنید، گاهەس کەمی پوورەی برنج وەد بەیمان.	Garusi	Bijar	Southern Kurdish
Red Riding Hood poked him in the eye with her finger and said	شنل قرمزی کلکی کردە چەو گورگەڲا و وت	Garusi	Bijar	Southern Kurdish
Yah, stupid old gummy!	ئەی بی دڏان بەدبەخت	Garusi	Bijar	Southern Kurdish
‘Anybody whose job is being horrid has to have teeth,’ said the wolf sadly.	گورگ وە دڵپڕیەوە وت: هەرکەسی کاری ترساننه تەوای دڏانی بوو.	Garusi	Bijar	Southern Kurdish
‘Otherwise people aren’t afraid of him.’ Kitty gasped.	وەلا مەردم زاتیان لەی نیچی.	Garusi	Bijar	Southern Kurdish
‘But I want to be horrid,’ Kitty said.	کیتی وە هەوڵیگەوە وت: م خوازم زاتیان لەم بچی.	Garusi	Bijar	Southern Kurdish
‘Then you mustn’t let your teeth fall out,’ said the wolf.	گورگ وت: تەوای نەیلید دڏانەڲانت بکەفن.	Garusi	Bijar	Southern Kurdish
Red Riding Hood led him away, sticking twigs into his back, and laughing all the time.	شنل قرمزی وە کەنینەوە ئەوقەرە چوکڵه چزی گورگەڲه دا، تا لەورە دۊریەوە خست.	Garusi	Bijar	Southern Kurdish
Kitty woke up from the dream, and rushed into the bathroom.	کیتی له خەو داچەڵکیا و ڕەست وەرەو ناو دەسشۊەڲه.	Garusi	Bijar	Southern Kurdish
She was cleaning her teeth very carefully when Mum came in.	داڵکی وە شۊنیا ڕوەی؛ دی کیتی وە سەرەنج داین تەمامەوە دڏانەڲانی شۊری.	Garusi	Bijar	Southern Kurdish
‘There’s my good little girl,’ smiled Mum, patting Kitty gently upon her head.	داڵکی یەواشی دەسی ئاوردە سەر کیتیا و وت چ دۊەت بۊچکەڵانەی خاسی دیرم.	Garusi	Bijar	Southern Kurdish
Now you’ll have pretty white teeth when you’re a big girl, won’t you, I don’t want to, darling?	ئەلان ئەت وەختی گەورە بووید دڏانەگانت چەرمگ و قەشنگ دوون. مەگەر نا؟	Garusi	Bijar	Southern Kurdish
But Kitty looked into the bathroom mirror, and snarled.	کیتی تمشای ناو ئاینەڲه کرد و لۊلان.	Garusi	Bijar	Southern Kurdish
It wasn’t a pretty girl she saw in the mirror.	ناو ئاینەڲه، دۊەت بۊچک و قەشەنگی نەۊ.	Garusi	Bijar	Southern Kurdish
It was the nastiest, fiercest wolf in the world.	ترسناک ترین و دڕن ترین گورگ دنیا ناو ئاینەگه وسیاۊ.	Garusi	Bijar	Southern Kurdish
I don't want to eat my vegetables.	نیخوازم سەوزی بخوەم.	Garusi	Bijar	Southern Kurdish
Daniel and Kitty were brother and sister.	دەنیل و کیتی خوەشک و برا بین.	Garusi	Bijar	Southern Kurdish
but they didn’t like each other very much.	وەلی فریه خوەشیان وەیەکتری نیات.	Garusi	Bijar	Southern Kurdish
Kitty thought Daniel was Mum’s favourite.	کیتی له خاڵخوەیا دەنیل نازار داڵکیانه.	Garusi	Bijar	Southern Kurdish
because he did all the right things and never got into trouble.	ئاخه هیچ وەخت نیکەفته ناو دەردسەر و کارەڲانی وە دروسی دخسته ڕی.	Garusi	Bijar	Southern Kurdish
Dan thought Kitty was silly and a nuisance - and he was always telling her so.	دەن له خاڵخوەیا کیتی لووسه و پڕە له دەردسەر گ ڕای هەر ئایانه وەی دوت.	Garusi	Bijar	Southern Kurdish
But only when Mum wasn’t listening.	وەلی تەنیا وەختی وەی دوت ک داڵکیان نەژنەفتا.	Garusi	Bijar	Southern Kurdish
The worst times were mealtimes.	خراوترین وەخت ئرای کیتی، وەخت نەهارخواردن بی.	Garusi	Bijar	Southern Kurdish
This was because Dan always ate everything on his plate	ئاخه دەن هەرچی دنیانه ناو بشقاوەڲەی دخواردەی.	Garusi	Bijar	Southern Kurdish
but Kitty pushed hers away and asked for ham or biscuits.	وەلی کیتی بشقاوەڲەی دنیا ئەولاوە و داوای همبرگر و بسکویت دکرد.	Garusi	Bijar	Southern Kurdish
She wouldn’t eat anything else.	کیتی تەنیا ئایانه دخوارد.	Garusi	Bijar	Southern Kurdish
‘Oh good, it’s cabbage - my favourite,’ said Dan one day.	یەی ڕووژ دەن وت: ئەی گیان، چ خوەشه کەلەم! من عاشق کەلەمم.	Garusi	Bijar	Southern Kurdish
‘Yuk, cabbage,’ said Kitty who especially never wanted to eat her vegetables.	کیتی ک هەر دڵی نیخواست سەوزی بخوەی وت: ئاییی کەلەم.	Garusi	Bijar	Southern Kurdish
She always called them veggy- troubles.	هەمیشە وەی دوت سەوزی پڕ دەرد سەر.	Garusi	Bijar	Southern Kurdish
because they got her into trouble.	ئاخه هەمیشە دخستەیەی ناو دەردسەر.	Garusi	Bijar	Southern Kurdish
‘If you don’t eat up all your vegetables there’ll be no pudding for you,’ warned Mum.	داڵکی وت: ئەگەر سەوزیەڲه نەخوەید، دسر وەد نیدەم.	Garusi	Bijar	Southern Kurdish
Kitty and friers ‘Horrible, horrible!’ shouted Kitty.	کیتی قیژان: نیخوازم نیخوازم.	Garusi	Bijar	Southern Kurdish
Then she banged her fork on her plate.	جا چنگاڵەڲەی قایم دا ناو بشقاوەڲا.	Garusi	Bijar	Southern Kurdish
Dad groaned. ‘Not all this again,’ he said.	باوکی وت: ئەت ئاچنەو مەکه.	Garusi	Bijar	Southern Kurdish
Why are mealtimes always so awful in this house?	ئرا هەمیشە وەخت نان خواردن ناو ئای ماڵەڲه دووە ئاژاوە؟	Garusi	Bijar	Southern Kurdish
‘Because Kitty won’t eat her vegetables, of course,’ said Daniel, putting the last piece of cabbage into his mouth.	دەنیل ئاخرین کوت کەلەمەگەی خوارد و وت: ئاخه کیتی نیخوازی کەلەم بخوەی.	Garusi	Bijar	Southern Kurdish
‘I don’t want to eat my yukky veggy- troubles,’ shouted Kitty.	کیتی قیژان: من نیخوازم سەوزی پڕ له دەردسەر بخوەم	Garusi	Bijar	Southern Kurdish
Instead of getting cross, Mum tried to persuade her.	داڵکی ئاڵووز نەۊ. دخواست کاری بکەی کیتی سەوزیەگه بخوەی.	Garusi	Bijar	Southern Kurdish
‘Cabbage, carrots, green beans and cauliflower are good for you.	وت: کەلەم، هەویج، پاقله سەوز و گوڵ کەلەم وسوس پەنیر ئراد خاسه.	Garusi	Bijar	Southern Kurdish
They make you big and strong,’ she said.	گەەورە و زوورداردەوە کەی.	Garusi	Bijar	Southern Kurdish
‘You'll never be big; you’ll always be little,’ sang Dan.	دەن دەس کردە گۆرانی خوەنین: ئاییی تو هەر گەورە نیوید؛ هەر بۊچک مینید.	Garusi	Bijar	Southern Kurdish
Kitty started to cry.	کیتی دا ژێر گیرستنا	Garusi	Bijar	Southern Kurdish
She jumped down from the table and ran outside.	بڕەسای بڕەس له ئوتاقەگه ڕوەیه دەیشت.	Garusi	Bijar	Southern Kurdish
She looked around the garden, and thought.	تمشای ناو باغچەگەیان کرد و چیه فکرەوە.	Garusi	Bijar	Southern Kurdish
Grass. Nasturtium leaves. All green.	گیا و گەڵای گوڵ لادەن گشتی سەوز بین.	Garusi	Bijar	Southern Kurdish
She took her toy wheelbarrow.	چی له ناو ئەسباو وازیەڲانی دانەی فرغون ئاورد.	Garusi	Bijar	Southern Kurdish
She filled it with handfuls of grass and nasturtium leaves, and stirred it all round with a stick.	پڕی کرد له گیا و گەڵای لادەن و وە کوتی چوو شیوانەی	Garusi	Bijar	Southern Kurdish
Then she proudly pushed the wheelbarrow back into the kitchen.	جا وەغوروور تەمامیگەوە فرغونەڲه بردە ناو ئاشپەزخانەڲه.	Garusi	Bijar	Southern Kurdish
‘Look,’ she said, I've grown some veggy-troubles of my own.	وت: تمشا بکەن م ئرای خوەم سەوزی پڕ دەردسەر جەمەو کردگم.	Garusi	Bijar	Southern Kurdish
Shall I eat them?	بخوەمەیان؟	Garusi	Bijar	Southern Kurdish
Of course not, darling,' said Mum.	داڵکی وت: خوەدیش زانید تخوای نەخوەیدەی ئەزیزەڲەم	Garusi	Bijar	Southern Kurdish
But Dad stood up, looked closely at the green stuff to make sure it was safe	وەلی باوکی ئەڵسیا و له نزیکەوە تمشایگی گیاڲان کرد و زانست گیاڲان بی کێشەن.	Garusi	Bijar	Southern Kurdish
He said, ‘I don’t see why not.	جا وت: ئرا نەخوەیدەی؟	Garusi	Bijar	Southern Kurdish
Shall I cook it for you, Kitty-Kat?	کیتی گیان خوازید ئراد بکوڵنمەیان؟	Garusi	Bijar	Southern Kurdish
He poured boiling water from the kettle into a pan, then tipped in handfuls of the leaves and grass.	له ناو کتریەگه کەمی ئاو کوڵ کردە ناو قاولەمەڲه و جا گیاڲان کردە ناوی.	Garusi	Bijar	Southern Kurdish
He stirred it all round with a wooden spoon, and asked Kitty if she wanted some salt.	وە چەمچک گەورەی شیوانەی و له کیتی پرسی: خوازید کەمی خوای بکەم؟	Garusi	Bijar	Southern Kurdish
Dan started to giggle as Dad took the colander, drained Kitty’s vegetables, and asked her to pass her plate.	وەختی باوکی چرکانەڲه ئاورد وگیاڲان کردە چرکانا و وە کیتی وت بشقاوەڲەد بەوەم؛ دەن بزەی وەی گرت.	Garusi	Bijar	Southern Kurdish
Now sit in your chair,’ Dad said	باوکی وت: له بان سەندەلیەگە دانیشه.	Garusi	Bijar	Southern Kurdish
He then put the plate in front of Kitty.	جا بشقاوەڲەی نیا وەردەمی.	Garusi	Bijar	Southern Kurdish
The green mixture in the plate looked awful.	گیای ناو بشقاوەڲه فریه خراو دڲانه چەوا.	Garusi	Bijar	Southern Kurdish
There you are, her dad continued.	باوکی شۊن قسیەگەی گرت و وت: دەی بفەرما.	Garusi	Bijar	Southern Kurdish
