en_sentence	translation	variety	county	orthography
Fikret Bila, writing in Hurriyet, noted the grand strategic objective behind Ankara’s operation:	دەستبردن نزامی تورکیە ڤەگەرد نام «سپەڕ فورات» (Fırat Kalkınma) یەکەم دەستبردن ڤەی شێڤە ئێ دەیشت تورکیە هەرە دومای داگیرکردن قبرس ڤە ژوئیە1974 تا ئیسکە بی.	Sahneyi	Sahna	Laki Kurdish
"The aim of the Euphrates’ Shield operation is to restore this area to its demographic situation prior to 2011, namely, to revive the area's character before the Syrian civil war. This entails ensuring that the Turkmen and Arab population that was driven away from this area by the PYD-YPG … and ISIS, can return to their villages, towns and cities. We can say that the Euphrates’ Shield operations will continue until this objective is secured. For all this confidence, the dismantling of the Rojava entity might not be as easy as Turkey expects. Even as it was fighting on the battleground, the PYD was making quick moves towards Kurdish state-building. The pace of institution-building was incremental, and ran in parallel with the enlargement of the areas falling under Kurdish control. These institutions included administrative apparatuses, a Kurdish school system, and various social and political structures. The first step was to declare the establishment of the three cantons, Jazira, Afrin, and Kobane, as autonomous entities. Then, on January 21, 2014, the PYD established what it termed democratic autonomy"" (xweseriya demokratik), which involved the setting up of city councils, a police force, and a military force."	تا مانگ ئوت 2016، هەرچەندە داعش فرە ڤە سوریە چالاک بی، ئەمان ئەنکارە ئەڕا سەرکوت کردن داعش فرە کەم کاری کردوو.	Sahneyi	Sahna	Laki Kurdish
This system, which is referred to sometimes as the Third Way, was developed by Öcalan in a book he wrote in prison in 2004 under the title Bir halkı savunmak (Defending the People).	تەنانەت بڕێ ئەژ ڕاپۆرتەل مووشن ک ئانکارا تا ئە جا چیە ک پشتیوانی ئەژ داعش هەم کردێەسێ.	Sahneyi	Sahna	Laki Kurdish
"The book illustrates the transformation in Öcalan's thinking from the concept of an independent Kurdish state to the negation of the very idea of the nation-state, which he describes as ""probably the most dangerous instrument in history."""	چە ڕووداس ک ئانکارا سیاسەت وژ گوەڕان؟	Sahneyi	Sahna	Laki Kurdish
In its stead, he suggests a kind of utopian political system in which the peoples of the Middle East coexist, with an emphasis on democracy and socialism.	حکومەت حزب عەداڵەت و توسەعە، دومای کودەتای شکەست واردەی 15ی ژوئیه 2016ڤە تورکیە؛ ڤە بوونە سەرکەتێنەل یەپەگە ڤە سوریە و زەنجیرەی هێرش تیروریستیەل داعش و کردارەل گرووهەل سەر ڤە پەکەکە جوور Teyrêbazên Azadiya Kurdistan/ TAK/ڤە نام تورکیە فرە لاواز بۊ.	Sahneyi	Sahna	Laki Kurdish
In March 2016, the Kurdish leadership in Syria dismantled the cantons system, declaring (together with several allied groups) a new model of federation aimed at power-sharing among all the communities in the region, including Kurds, Arabs, Turkmen, Muslims, Christians, and Yezidis.	ڤەی باوەتە حکومەت تورکیە مەگست ڤە یەک تیر چەند شکار بکوشێ.	Sahneyi	Sahna	Laki Kurdish
"They refer to this federation as a ""federal democratic system""."	ڤە نام وژ ڤڵات دەست ڤە کوو کردن پشتگیری نەتەوەیی و بان بردن ڕووحیەی ئەرتش برد ک دومای کودەتا تۊش شکەست سەختێ بۊ؛	Sahneyi	Sahna	Laki Kurdish
According to a Kurdish spokesman, the move was made after many attempts by the Kurds to be heard.	هەروەها هەۏڵدا پەیوەند بەین پەکەکە و یەپەگە بشکنێ.	Sahneyi	Sahna	Laki Kurdish
The Kurdish people have been rejected and silenced in the latest peace talks in Geneva, he said.	ڤە دەرەوەی ڤڵاتیش هەۏڵ گرتنی ئە ناوچەلە مێارد ک پێشتر ڤە ژێر دەست داعش بۊن و کەمەربەند ئەمنیەتیێ ڤە درێژایی سنوور باشوور وژێ دامارزان.	Sahneyi	Sahna	Laki Kurdish
We feel that the world powers are using us as a tool to push forward their agendas.	ڤە گشت گرنگتر، نوا هەرەکەت کوردەل ڤەرێ خودموختاری گرت.	Sahneyi	Sahna	Laki Kurdish
It is now our right to protect ourselves.	فەکرەت بیلا ڤە ڕووژنامەی حوریەت سەبارەت ڤە ئامانج ئستراتیژیک و کەڵینگ عەمەڵیات ئانکارا مەنۊسێ:	Sahneyi	Sahna	Laki Kurdish
We do not support dividing Syria, but we expect an equal and fair outcome from the peace talks,	ئامانج ئەژ عەمەڵیات سپەر فورات هەڵگیڕدانن بافت جەماوەر ئە ناوچە ڤە دووخ پێش ئەژ ساڵ 2011 بی، یانێ هەڵگیڕدانن بارودووخە ڤە ئە هاڵەتە ک ڤەرجە شەڕ نام وژ سوریە پایار بی.	Sahneyi	Sahna	Laki Kurdish
and we have not seen any.	یەیشە هەڤەجە ڤە دڵنیا بین ڤە یە داشت ک نیشتەجال تورکمان و عەرەب ک ڤە لا پەیەدە و یەپەگە و داعش ڤە ناوچە دەر کریاوین، بتۊنن هەڵگەردنە ئابادی و شارەل وژیان.	Sahneyi	Sahna	Laki Kurdish
"On July 5, 2016, the Syrian Kurds and their allies declared Qamishlo City the capital of the federal system in northern Syria and Rojava, explaining the choice by its heterogeneity and the need to represent ""all the nations in northern Syria."""	ماو بووشین ک عەمەڵیات سپەر فورات تا ڕەسین ڤە ئی ئامانجە درێژە پەیدا مەکەێ.	Sahneyi	Sahna	Laki Kurdish
That same month, a draft for a new constitution based on the one adopted in 2014 was presented to the public.	سەرەڕای ئی هەمکە دڵنیاییە، گاس خاپوور کردن ڕووژاوا ڤەی ئاسانیە ناوتێ ک تورکیە فکرە مەکەێ،	Sahneyi	Sahna	Laki Kurdish
Its guiding principle was the establishment of a polyethnic federation as part of Syria rather than a separate nation-state.	«پ ی د» تەنانەت ڤە ساتێ ک ڤە مەێدان شەڕە مەکرد ڤەرێ دەوڵەت سازی کوردی هەم گام هیزە مێا.	Sahneyi	Sahna	Laki Kurdish
This principle went hand in hand with the concept of democratic autonomy, and was aimed at reconciling the other local minorities while allaying fears of Damascus and other states in the region.	خێرایی دامەرزانن وردە وردە بی و هامپا ڤەگەرد کەڵینگ بین ناوچەل ژێر دەسەڵاتی کورد پێشە مەچیا.	Sahneyi	Sahna	Laki Kurdish
But it deepened the conflict with the KRI's umbrella organization in Syria, which advocated the establishment of a Kurdish state per se.	ئە دامەزراننەلە ئۆرگانەل ئێداری و سیستم مەدرەسەی کوردی و ساختارەل کوومەڵایەتی و سیاسی جوراوجور مەگردە ڤەر.	Sahneyi	Sahna	Laki Kurdish
Another important novelty in this part of Kurdistan – also inspired by the ideas of Öcalan – is the enhanced role of women in society, including in the administration, the political system, and the security forces.	یەکەم گام؛ ڕاگەیاندن دامەرزاندن سێ کانتون جزیره، عەفرین و کوبانی ڤە عونوان دابەشکریال خودمختاربی.	Sahneyi	Sahna	Laki Kurdish
In what can be termed a gender revolution, new laws were enacted forbidding polygamy, marriage at an early age, and unilateral divorce.	دوماجا ڤە 21ی ژانویەی 2014 پارتی یەکێتی دموکرات (پەیەدە) ئەڤەی ک نام نریا ڤە «خۆبەڕێوەبەری دموکراتیک» xweseriya demokratik دامارزان و ئی دامارزاندنە پاگرتن شەورایل شار و هێز پولیس و هێز نزامی مەگردە ڤەر.	Sahneyi	Sahna	Laki Kurdish
The PYD adopted the appointment of co-chairwomen to different echelons of power, with women taking part in the decision-making process.	ئی سیستمە ک گلگلێ ڤە ڕێگای سێەم نامە مایتێ، ئۆجەلان ڤە کتاوێ ک ڤە ساڵ 2004 ئێ زێندانا نۊسایە ڤە نام «بەرگریکردن ئەژ گەل» ڤەسف کریاوی.	Sahneyi	Sahna	Laki Kurdish
Kurdish women, who constitute an estimated 35% of the entire Kurdish forces, have been taking active part in the fighting against the radical Islamist groupings –especially IS,	ئی کتاوە گوەڕیاین ئەندێشەی ئۆجالان ڤە چەمک و مەفهوم دەوڵەت سەرڤەخوی کوردی تا ئنکار کردن دەوڵەت -نەتەوە نیشانا مەێ، کە ئۆجالان چەمک دەوڵەت -نەتەوە ڤە عونوان «ئێحتماڵ مەترسیدارترین ئەمراز مێژوو» ڤەسفە مەکەێ.	Sahneyi	Sahna	Laki Kurdish
which gained Kurdish women worldwide fame and admiration.	دوماجار؛ ئۆجالان سیستم سیاسی یۆتۆپیایی (ئارمان شار) پێشنیارە مەێ ک خەڵقان ڕووژهەڵات نامڕاس ڤە جەختکردن ئەژ سەر دموکراسی و سۆسیالیزم ڤە یەکا بژین.	Sahneyi	Sahna	Laki Kurdish
The developments in Syrian Kurdistan caused a shift in roles between the three parts of Kurdistan.	ڤە مانگی مارس 2016 سەرکەردایەتی کورد ڤە سوریە (ڤەگەرد چەند گروهێ هامپەیمان) سیستم کانتۆن لابردن، و مۆدێلێ نوو ئەژ فدراسیۆن دامارزان ڤە ئامانج دابەشکردن دەسەڵات ڤە نامجا کول کوومەڵگای ناوچەکە، هەرە کورد، عەرەب، تورکمان، مسەڵمان، مەسیحی و ئێزدیەل.	Sahneyi	Sahna	Laki Kurdish
"While historically, the Kurds of Syria came under the influence of their ""big brothers"" in Turkey and Iraq, they went their own way following their revolution."	ئەوانە ئی فدراسیۆنە ڤە «سیستم فدراڵ دموکراتیک» نامە مەۏرن.	Sahneyi	Sahna	Laki Kurdish
Even more than that, they became a kind of model for the Kurds of Turkey while at the same time realizing the political theories of Öcalan and distancing themselves from the KRG's political model.	ڤە ڤتەی یەک قسەکەر کورد، ئی کارە ڤە دومای هەۏڵ فرەی کورد ئەڕان ڤە گووش هەتن قسەی ئەنجام گیریا.	Sahneyi	Sahna	Laki Kurdish
Still, the five-year achievements might be jeopardized by new geostrategic developments.	ئەڤە ڤت: ڤە دومای نشەست ئاشتی ڤە ژنڤ گەل کورد ڤە چەم نات و کەتە پشت گووش.	Sahneyi	Sahna	Laki Kurdish
Turkey's Kurdish dilemma	ئیمە هەستە مەکەیمن کەڵینگ هێزەل جەهان ئیمە جوور ئەمرازێ ئەڕا پێش هایشتن بەرنامەل وژیان ڤەکارە مەگرن.	Sahneyi	Sahna	Laki Kurdish
In an ideal world, Turkey would be the most adept of the four states at integrating and conciliating its Kurdish minority.	ئیسکە ماف وژمانە ک وژ بپارێزیم.	Sahneyi	Sahna	Laki Kurdish
For one thing, unlike the artificiality of states like Iraq and Syria, Turkey is endowed with deep roots of statehood going back to the Ottoman Empire that should presumably give it the self-confidence to make room for other nationalities.	ئیمە پشتیوان بەش بەش بین سوریە نیمن، ئەمان چەمەڕێ دەرئەنجام یەکسان و داد پەروەرانە ئەژ موزاکرات ئاشتی هەیمن.	Sahneyi	Sahna	Laki Kurdish
For another, unlike the Persian Empire, the Ottoman Empire allowed the flourishing of Kurdish principalities, which enjoyed autonomous rule for hundreds of years.	چێ ک هالیپا نەیمانە.	Sahneyi	Sahna	Laki Kurdish
In the very early years of the modern state, Mustafa Kemal Atatürk promised autonomy to the Kurds as a reward for their contribution to the Turkish military effort during WWI, as well as the Turkish War of Independence.	ڤە 5 ژوئیه 2016، کوردەل سوریە و هامپەیمانەلان شار قامیشلۆیان کردە پایتەخت سیستم فدراڵ باکور سوریە و ڕووژاوا دیاریان کرد و ئە هەڵبژاردنە ڤە بوونە نایەکسانی و هەڤەجە بین ئەڕان نۊنەرایەتی کردن «گشت خەڵکان باکوور سوریە» شروڤە دانا.	Sahneyi	Sahna	Laki Kurdish
Moreover, Turkey is considered the most democratic Muslim state in the Middle East, and as such could have been expected to grant the Kurds their cultural and political rights.	هەر ڤە ئە مانگە پێشنۊس قانون ئەساسی نوو ڤە سەر بنەمای قانون ئەساسی ساڵ 2014 ئەڕان گشت ڤڵاوا بی.	Sahneyi	Sahna	Laki Kurdish
The paradox is that the Kurds of Turkey have been more oppressed, both culturally and politically, than their brethren in other parts of Greater Kurdistan.	ئەسڵ ڕێنمایکاری پێشنۊس قانون ئەساسی نوو؛ ڤە سەر دورستکردن فدراسیون فرە نەتەوەیی ڤە عونوان بەشێ ئەژ سوریە باسە مەکرد نەک دەوڵەتێ نەتەوەیی جیاواز.	Sahneyi	Sahna	Laki Kurdish
The Turkish government's policies of assimilation, cultural homogenization, and denial suffocated the Kurdish language and destroyed other unique cultural attributes.	ئی ئەسڵە ڤەگەرد مانای وژ ڤەڕێوەبەری دموکراتیا هامپا بی و ئامانجێ ئاشتی کردن کەمینە نام وژ سوریە و ڤە هەمان هاڵ لابردن ترس و نگەرانیەل دەمشق و دڵنیا کردن حکومەتەل مەنتەقە بی.	Sahneyi	Sahna	Laki Kurdish
Kurdish speakers were long perceived as disloyal to the state, and their use of their own idiom was portrayed by the government as a sign of separatism.	ئەمان ئی مەسەلە؛ ڤەگەرد چەتر تەشکیلاتی هەرێم کوردستان عێراق ک ڤە سوریە ئێ شوون سازکردن دەوڵەت کوردی بی ئاژاوە فرەترا کرد.	Sahneyi	Sahna	Laki Kurdish
"Archival material shows the Kurds referred to as ""Turks who somehow forgot their mother tongue,"""	چێی تر ک ڤەی بەشە ئەژ کوردستان کەڵینگ و گرینگە - ک ڤە ژێر کاریگەری باوەڕل عەبدوڵڵا ئۆجالانە- فرە بین ڕۆڵێ ژنانە ڤە کومەڵگا، تەنانەت ڤە فەرمانگە حکومەتیەل و سیستم سیاسی و هێزە ئەمنیەتیەلە.	Sahneyi	Sahna	Laki Kurdish
"while the Kurdish language was depicted as a ""mixture of Asian Turkish and Persian""."	ڤە شۆڕش ڕەگەزیا ک ماو نام بنرێ، قانونەل نووێ دانریا جوور قەدەغەکردن فرە ژەنی و هامسەرگیری پێشڤەختە و جیابین تاک لایەنە.	Sahneyi	Sahna	Laki Kurdish
So threatened was the Turkish political elite by the Kurdish language that over the years they employed a whole gamut of linguicidal policies, including bans on Kurdish names, on both written and spoken Kurdish, and on the Kurdish alphabet.	پارتی یەکێتی دموکراتی (پەیەدە) دانیاین ژەنەل ڤە مەقام هامسەرووک ڤەنام ڕەدەل جورانجور دەسەڵات دامەزراند ک ڤەنام پرۆسەی بڕیارداین ڤەگەرد بەشداری ژەنەل ئەنجامە مەگرد.	Sahneyi	Sahna	Laki Kurdish
The letters Q, W, and X were explicitly banned, as they do not exist in the Turkish alphabet.	ژەنەل کورد ک نزیکەی 35%ی کول هێزەل کوردستان سوریە مەگرێنە ڤەر، ڤە شێڤەێک کارا بەشداریان کرد ڤە شەڕ دژ ڤە گرووهەل ئێسڵامی توندڕەوە جوور داعش.	Sahneyi	Sahna	Laki Kurdish
The most direct affront to freedom of speech was the notorious Law 2932, which came into effect as late as 1983	دەسخوەشی فرەی ئەڕان ژەنەل کورد ڤە سەرانسەر جەهان هاوردا.	Sahneyi	Sahna	Laki Kurdish
and which banned the use of the Kurdish language in either public or private spheres.	پێشهاتەل کوردستان سوریە بیە بایس گوەڕیاین نەخش ڤە سێ پارچەی کوردستان.	Sahneyi	Sahna	Laki Kurdish
"The very word ""Kurd"" was not to be used in the media."	ڤە هاڵێ ڤە سەر مێژووا کوردان سوریە ڤە ژێر کاریگەری «برا کەڵینگەل» وژ ڤە کوردستان تورکیە و کوردستان عێراق بین؛ ئەمان ڤە ژێر کاریگەری شۆڕش وژ، ڕێگا وژیان گرتنە ڤەر.	Sahneyi	Sahna	Laki Kurdish
The government’s attempts to smother Kurdish identity and culture also included bans on Kurdish music, traditional Kurdish dress, Kurdish holidays (especially Nowruz), and Kurdish emblems, none of which were allowed to be used in the public sphere.	ڤە ئەڤەیش زیاتر، ڤەگەرد کارگرتن و جێبەجێکردن تیۆریەل سیاسی ئۆجەلان، وژیان بینە نمونەی ئەڕان کوردەل تورکیە و وژ ئەژ مۆدێل سیاسی حکومەتی هەرێم کوردستان دۊر هایشتن.	Sahneyi	Sahna	Laki Kurdish
If Kurdish cultural attributes were perceived as a threat to the homogenous Turkish state, Kurdish political activities were considered high treason.	ئەمان گاس دەستکەتەل پەنج ساڵەیان ڤە بوونە پێشهاتەل جیۆستراتیژی بانان بکۏیە مەترسیا.	Sahneyi	Sahna	Laki Kurdish
No Kurdish party was allowed to participate in the political system, not even when the state shifted to a multi-party system in 1950.	دۊزمەل کوردەل تورکیه	Sahneyi	Sahna	Laki Kurdish
As Turkey was purported to be a democratic state	ڤە جەهانێ ئارمانی، تورکیە شارەزاترین ئە چوار ڤڵاتەسە، ئەڕان بێدەنگ کردن و تێکەڵ کردن کەمینەی کورد.	Sahneyi	Sahna	Laki Kurdish
the Turkish elite had to devise a technique that would enable it to preserve the façade of democracy while at the same time preventing the rise of Kurdish political parties.	ڤە ئی باوەتە، تورکیە بەرچەپ ساختەگی بین ڤڵاتەلێ جوور عێراق و سوریە، ڕەگ و ڕیشەی قۊل دەوڵەتیێ هەس ک هەڵەمەگیردێە ئمپراتووری عوسمانی و گاس متمانەی مەیە تورکیە ک فەزا بێیە ڤە نەتەوەل تر.	Sahneyi	Sahna	Laki Kurdish
The tool they hit upon was the institution of a high threshold of 10%	ڤە لای تر، بەرچەپ ئمپراتووری ئێران، ئمپراتووری عوسمانی ڕێگا ڤە گەشەکردن میرنشینەل کوردی داسا، ک ڤە سەدان ساڵ بەهرەمەند ڤە حکومەت خودمختار بینە.	Sahneyi	Sahna	Laki Kurdish
that parties had to secure to enter the parliament – a threshold that prevented Kurdish parties from winning any seats at all.	مستەفا کەمال ئەتاتورک ڤە ساڵان سەرەتای دەوڵەت مۆدێرن تورکیە ڤە بوونە بەشداریکردن کورد ڤەنام شەڕ جەهانی یەکەم و هەروەها شەڕی سەربەخویی تورکیە قەۏڵ خودموختاری دا کورد.	Sahneyi	Sahna	Laki Kurdish
The Kurdish political groupings had to devise a counter-technique to overcome this hurdle.	جیا ڤە وئەڤەیش تورکیە ڤە دموکراتترین ڤڵات مسەڵمان ڕووژهەڵات نامڕاست شمارە مات و هەر ڤەبوونە یە ​​چاوەڕوانی مەکریا ماف کولتووری و سیاسییەکانی ڤە کوردا بەێ.	Sahneyi	Sahna	Laki Kurdish
Their solution was to run as independent candidates, then join hands as a group once they were in the parliament.	ئەمان پارادۆکسە ئەوەسە ک کوردەکان تورکیە ڤە ڕووی کولتووری و سیاسیا زیاترئەژ کوردەل ناوچەل دیکەی کوردستان کەڵینگ زوور و سەتەم ڤەرنان چییە.	Sahneyi	Sahna	Laki Kurdish
The government tried to ban such pro-Kurdish parties, but after each closure, the same party appeared under a different name.	سیاسەتەل ئاسیمیلاسیۆن، یەکسانکردنی کولتوور (هۆمۆجینیزاسیۆن) و ئێنکارێ دەرهەڵق گیرانەی زوانی کوردی و ئەژبەین بردن تایبەتمەندییەل کولتووری کورد ڤەلایەن حکومەت تورکیە کارەلێە ک ئی دەسەڵاتە ئەنجاما داسێ.	Sahneyi	Sahna	Laki Kurdish
"This ""cat and mouse policy"" lasted for 25 years, from 1990 till 2015."	کورد زوانەل بێ وەفا ڤە حکومەت ئێ هساوە ماتن و حکومەت کاربردن ئەوان ئەژ زوان و مەتەڵەل وژان نیشانەی جیای خوازی مەزانست.	Sahneyi	Sahna	Laki Kurdish
In total, there were eight Kurdish parties under different names, including the People's Labor Party (HEP) in 1990 and the Peace and Democratic Party (BDP) in 2008.	نامڕۆک ئەرشیفەل ئەڤە مایژنەدەر ک کورد ڤە «تورکەلێ ک ڤە جوورێ زوانی دالکییان ئەژ ڤیر بردێنە» وەسف کریانە.	Sahneyi	Sahna	Laki Kurdish
The vicious circle was broken in the June 2015 elections, which represented a milestone in the Turkish political scene.	ڤە زوان کوردیش جوور «تێکەڵاوی تورکی ئاسیایی و فارسی» نامە مەۏرن.	Sahneyi	Sahna	Laki Kurdish
For the first time in Turkey’s history, the pro-Kurdish party, People’s Democratic Party (HDP), managed to enter the parliament as a party and not as individuals.	هەڕەشەی زوان کوردی ئەخنکە ڤە سەر نوخبەی سیاسی تورکیە بی ک ڤە درێژایی ساڵان کوومەڵێ سیاسەت زوان کوشی، قەدەغەکردن نامەل کوردی ڤە سەر هەم زوان نۊسراو و هەم قسەکردن و ئەلفوبێ کوردی گرتنە کار.	Sahneyi	Sahna	Laki Kurdish
Established in 2012, HDP was the new incarnation of the BDP,	پیتەل Q و W و X ڤە ئاشکرا قەدەغە کریان چوون ڤە ئەلفوبێ تورکیە ڤجود نیاشتن.	Sahneyi	Sahna	Laki Kurdish
differing from its predecessor in that it appealed not only to Kurdish voters but to liberal Turks and members of other minorities as well.	ڕاستەوڕاست ترین بێڕێزی کردن ڤە ئازادی بەیان؛ قانون بەنامی 2932 بی ک ڤە کوتایی ساڵ 1983 کەتە کار.	Sahneyi	Sahna	Laki Kurdish
Its appeal lay in its secular leftist worldview and its inclusion of Turks and other minorities on its list.	ڤە کاربردن زوان کوردی ڤە شوونەل گشتی یان تایبەت قەدەغە کریا.	Sahneyi	Sahna	Laki Kurdish
Gender equality was also part and parcel of its ideology and practice, with women serving as co-chairs at various echelons of power.	ڤە سەر ئه قانونه ڤەکاربردن واژەی «کورد» ڤه میدیا و ڕەسانەل قەدەغه بی.	Sahneyi	Sahna	Laki Kurdish
These policies went a long way towards explaining HDP's success in overcoming the 10% threshold and winning 13.1% of the vote.	هەۏڵ و تەقەلای حکومەت ئەڕان خنکاندن شوناس و کولتووری کوردی هانە بی ک موسیقای کوردی، پڕتاڵ ڕەسەن کوردی، جەژنە کوردیەل (ڤە تایبەت نەورووژ) و نیشانەل کوردی هۊچ کام ڕێ نیاشتن ک ڤە شوونەل گشتی پەیدا بوون.	Sahneyi	Sahna	Laki Kurdish
However, this victory signaled the beginning of a renewed deterioration in relations between the AKP government and the Kurdish political elite.	تایبەتمەندییەل کولتووری کورد ڤە هەڕەشەیەک ئەڕا دەوڵەت یەکدەستێ تورکیە و چالاکیەل سیاسیی کوردیش ڤە خیانەتێ کەڵینگ ڤە ژمارە مات.	Sahneyi	Sahna	Laki Kurdish
The Turkish government’s systematic suppression of Kurdish identity, and its attempts to implant a homogenous Turkish one in its place, produced the opposite result.	تەنانەت هەنێ حکومەت ڤە ساڵ 1950 سیستم فرە حزبی گرتە ڤەر، هووچ حزب کوردی بەشدار ڤە سیستم سیاسیا نەکرد.	Sahneyi	Sahna	Laki Kurdish
As Senem Aslan argues,	چوون تورکیە لف ڤڵاتێ دموکرات پێشکەش کریاوی	Sahneyi	Sahna	Laki Kurdish
The gradual nationalization and expansion of the Kurdish movement was a consequence of a highly comprehensive and intrusive nation-building process in Turkey.	؛ نوخبەل تورک بایست تەکنیکێ بڕشانان ک هەم بتوونێ نمایش دموکراسی بێ و هەم ڤە هەمان سات ڕێگری ڤە سەرهەڵدان پارتە سیاسییەل کوردییە بکێ.	Sahneyi	Sahna	Laki Kurdish
This suppression was also at the root of the intermittent violent conflicts	ئە ئامرازە ک ئەوان دورستکردن ئاستانەێ بان تر ئەژ 10% بی	Sahneyi	Sahna	Laki Kurdish
that took place between the Turkish army and the Kurdish movement in the early years of the modern Turkish state	ک حزبەل ئەڕا یەکێ بتۊنن بچنە نام پەرلەمان بایست باوردانە دەست؛ ئاستانەێ ک دەست حزبەل کورد ئەژ هەر کورسی پەرلەمان تورکیە کوڵە مەکرد.	Sahneyi	Sahna	Laki Kurdish
(the Sa`id Rebellion in 1925; the Dersim Rebellion in 1937-38), and from the 1980s until now.	هەروەها سیاسییەل کوردیش ئەڕان شکانن ئە ئاستە، ناچاربین تەکنیکێ دژ ڤە سیاسەت دەسەڵات بڕشنن.	Sahneyi	Sahna	Laki Kurdish
The repression of the Dersim Rebellion was followed by 40 years of relative quiet in the Kurdish region	چارەسەری ئەوانە یە بی ک ڤە عونوان کاندیدا سەرڤەخۆ بەشداری بکەن و دومای ڕێ پەیداکردن ڤە پەرلەمان جوور گرو‌هێ دەست یەک بگرن.	Sahneyi	Sahna	Laki Kurdish
"leading the Turkish government to believe that its de-Kurdification and assimilation policies had succeeded in solving ""the Kurdish problem"" once and for all."	حکومەت هەوڵ قەدەغەکردن ئە جوورە حزبەل لایەنگر کوردە میارد، ئەمان دومای ئەڤە هەر گل ئە حزبەلە دامایشت، هەمان حزبەل ڤە نام جیاوازێ تر سەر هیزە مێان.	Sahneyi	Sahna	Laki Kurdish
It therefore accorded little importance (at first) to a small group of students in a remote village who, in 1978	ئە «سیاسەت پشی و مووشە» ئەڕای 25 ساڵ ڤە ساڵ 1990 تا 2015 بەردەوام بی.	Sahneyi	Sahna	Laki Kurdish
founded an organization called the Kurdistan's Workers Party (PKK), headed by Abdullah Öcalan.	ڤە گشتی هەشت حزب کوردی ڤە نامەل جیاوازڤجوود داشت، ک حزب کارگەرەل گەل (HEP) ڤە ساڵ 1990 و حزب ئاشتی و دموکراسی (BDP) ڤە ساڵی 2008ئەژ ئاوان بین.	Sahneyi	Sahna	Laki Kurdish
Within a few years, this organization would prove to be the biggest challenge to the Turkish state.	ئەم بازنە خراپە ڤە هەڵبژاردن ژوئن 2015دا شکیا، ک خاڵ ڤەرچەرخانێ بی ڤە سیاست تورکیە.	Sahneyi	Sahna	Laki Kurdish
In the aftermath of the 1980 military coup d’état, the repression of Kurdish culture and identity increased significantly,	ئەڕا یەکەم گل ڤە مێژووی تورکیە حزب دموکرات گەلان ک لایەنگر کوردە (HDP) تۊنست جوور حزبێ بچێە پەرلەمان نەک جوور کوومەڵێ کاندیدای سەرڤەخۆ.	Sahneyi	Sahna	Laki Kurdish
triggering bloody fighting between PKK militants and the Turkish armed forces.	حزب دموکرات گەلان ک ڤە ساڵ 2012 دامەزریا، جەستە نوو حزب ئاشتی و دموکراسی (BDP) بی،	Sahneyi	Sahna	Laki Kurdish
This war, which started in 1984, reached a peak in the 1990s, with tens of thousands killed,40 huge economic costs, and vast numbers of Kurds evacuated from their villages.	ڤەی بابەتە ڤەگەرد حزبەل پێشین جیاوازی داشت ک نەتەنیا ئەڕان دەنگدەرەل کورد بەڵکو ئەڕان تورکەل لیبراڵ و ئەندامەل کەمینەل تریش ڕاکیشدار بی.	Sahneyi	Sahna	Laki Kurdish
The government's violent moves against the Kurds as a whole went a long way towards explaining the PKK's own violent actions, including against the civilian population.	سەرنجڕاکێشیێ ڤە جەهان بینی چەپ سکولار و هایشتنە تورکەل و کەمینەل تر ڤەنام لیست وژ بی.	Sahneyi	Sahna	Laki Kurdish
It was at this point that the Turkish government appealed to its partners in the West to put the PKK on their terrorist lists.	هەروەها یەکسانی جنسییەتی بەشێ ئەژ ئایدۆلۆژی و پراکتیک بی و ژنان جوور هامسەرووک ڤە ڕەدەل جورانجور دەسەڵات خزمەتیانە مەکرد.	Sahneyi	Sahna	Laki Kurdish
Accordingly, in 1997,	ئی سیاسەتەلە تا ڕەدە فرەێ یارمەتیدەرن ئەڕان ڕووشنکردن سەرکەتن حزب دموکرات گەلان (HDP) ڤە تێپەڕاندن ڕێژەی 10%ی و ڤەدەست هاوردن 13. 1%ی دەنگەل.	Sahneyi	Sahna	Laki Kurdish
"the US designated PKK as a terrorist organization ""based on its history of violence both against the Turkish military and against Kurds which the group perceived as collaborating with official security structures."""	ئەمان ئی سەرکەتنه سەرەتای خراوبین نووێ پەیوەندییەل نامجا حکومەت ئاکەپە و نوخبەل سیاسی کورد بی.	Sahneyi	Sahna	Laki Kurdish
The EU followed the US in 2002.	سەرکوتکردن سیستماتیک حکومەت تورکیە ڤەسەر شوناس کوردی، و هەوڵ وتەقەلای گوڕانن کورد ڤە شوناسێ تورکی، کاردانەوەی بەرچەپ داشت.	Sahneyi	Sahna	Laki Kurdish
From the Turkish point of view, the complexity of this war lay in the diffusion of the PKK across three countries, not to mention its important base in the diaspora.	هەرئەجوورە ک سەنەم ئەسڵان مووشێ:	Sahneyi	Sahna	Laki Kurdish
In addition to its strongholds in Turkish Kurdistan, the PKK held bases in the Qandil Mountains in Iraq, from which it carried out attacks on Turkey.	«ناسیۆنالیزم و پەرەسەندنی هوردە هوردەی جمشت کورد، دەرئەنجامێ پرۆسەیەک فرە هەمەلایانە و ناخوەش و زوورەملی نەتەوەسازی ڤە تورکیە بی».	Sahneyi	Sahna	Laki Kurdish
