en_sentence	translation	variety	county	orthography
One of them, which was named Foxwood, was a large, neglected, old-fashioned farm, much overgrown by woodland, with all its pastures worn out and its hedges in a disgraceful condition.	یۆ چادٚیشا كە نامێش «فاكس وود» بێ، باخچڵێوی گەورە، قەدٚیمی، وێران و دووركەوتە بێ كە پەڕ بێ دارستان و لەوەڕگاكێچش دەردٚۆ كەسی نەوەرێنێ و پەڕچینەكێچش هۆركنیەی و خرابیەی ‌بێنێ.			Hawrami
Its owner, Mr. Pilkington, was an easy-going gentleman farmer who spent most of his time in fishing or hunting according to the season.	ساحیبەكەش یانێو ئاغەی پیل‌كینگتون هیتیارێوی چنەئاما و شەریف بێ و فرەو وەختیش بە پاو فەسڵی ماساوێ گێرێ یامكەتی شكار كەرێ و ڕاوەنە بێ.			Hawrami
The other farm, which was called Pinchfield, was smaller and better kept.	ئەو باخچڵەكە نامێش «پینچ فیلد» بێ و هەم گولالهتەر بێ و هەم خاس خاس یاوای‌بێنێش‌ پۆرە.			Hawrami
Its owner was a Mr. Frederick, a tough, shrewd man, perpetually involved in lawsuits and with a name for driving hard bargains.	ساحیبەكەش پیایو بێ بە نامێو «فردریك»ی كە پیایوی فرە خاس و ڕەشیدٚ بێ كە دایمە و دەرە پاش دلێ جەنگە حقۆقیانە بێ و بە سەخت‌گیری جە مامەڵەنە نامێش كەوتێ‌بێرە.			Hawrami
These two disliked each other so much that it was difficult for them to come to any agreement, even in defence of their own interests.	ئی دوە نەفەرە ئێـندە جـە هەنتـرینی قینیشا بێ كە داخۆموو 75یۆگێرتەیشا تارەلاو سەروو قازانجە هامبەشەكاشا دور و درێژ ئەینە ڤەرچەم.			Hawrami
Nevertheless, they were both thoroughly frightened by the rebellion on Animal Farm, and very anxious to prevent their own animals from learning too much about it.	پی گردٚوو قساوە، هەر دڤێشا جە شۆڕشێو كە جە قەڵاو حەیوانانە كریا بێ تەرسای بێنێ و قەرەوڵشا گێرتە بێ كە نەكا حەیوانێ باخچڵەكەو ئادٚیشاچ جە ئینقلابی و دەسكۆتەكاش خەبەردارێ با.			Hawrami
At first they pretended to laugh to scorn the idea of animals managing a farm for themselves. The whole thing would be over in a fortnight, they said.	ئەوەڵەوە نەینێ پنە كە حەیوانێ وێشا متاڤانێ باخچڵێو بەرا ڕاوە و خوەشا ئەی پی هەرمانێ و بە دڵنیایەوە واچێنێ یەك و دوە حەفتێوتەر تەمامیۆنە.			Hawrami
"They put it about that the animals on the Manor Farm (they insisted on calling it the Manor Farm; they would not tolerate the name ""Animal Farm"") were perpetually fighting among themselves and were also rapidly starving to death."	شافەشا76 ڤسەبێرە كە حەیوانێ جە باخچڵەو «مانێر»یەنە (نامێو قەڵاو حەیوانا هۆرنەگێرێنێ و سەختشا ئەی‌ ونە و حەر بە باخچڵەو مانێری نامێش دێنێ) هەمیشە جەنگ كەرانێ و ئاورایێنە مرەی‌مرانێ.			Hawrami
When time passed and the animals had evidently not starved to death, Frederick and Pilkington changed their tune and began to talk of the terrible wickedness that now flourished on Animal Farm.	وەختێو كە ویەرو زەمانی سەلەمناش كە حەیوانی جە ئاورایێ نەمەردێنێ، فردریك و پیل‌كینگتۆن قسێشا فاڕەیشا و ئی جارە دەسشا كەردٚ قسە كەردٚەی جە بارەو قەتڵ و کوشتارێوی كە دلێ قەڵاو حەیوانانە كریۆنە.			Hawrami
It was given out that the animals there practised cannibalism, tortured one another with red-hot horseshoes, and had their females in common.	دەگاشا پەڕە كەردٚێ ‌‌بێ كە چاگەنە حەیوانەكێ ئاورایـێــنە هەنترینی موەراوە. بە ناڵێ داخێ هەنترینی شكەنجە كەرا و مەیڵەكێشا هامبەشێنێ.			Hawrami
This was what came of rebelling against the laws of Nature, Frederick and Pilkington said.	فردریك و پیل‌كینگتون واچێنێ كە ئینە گردٚش سەمەرو هۆرگێڵای جە یابەستوو77 تەبێعەتیا.			Hawrami
However, these stories were never fully believed.	بەڵام هیچ كەس ئی داستانا باوەر نەكەرێ.			Hawrami
Rumours of a wonderful farm, where the human beings had been turned out and the animals managed their own affairs, continued to circulate in vague and distorted forms, and throughout that year a wave of rebelliousness ran through the countryside.	داستانەو باخچڵێوی سەرسڕكەر و تەمام وەشی كە چاگەنە ڕەگەزوو بەشەری سەركۆت كریان و حەیوانێ وێشا بەراش ڕاوە؛ هەر چن بە جۆرێوی لار و وێر و سەرنریا وەڵا كریابێوە و چا ساڵەنە شەپۆڵێوە جە سەر پێچنای جە دەسووورا گردٚوو ئا وەڵاتیشە گێرتەبێرە.			Hawrami
Bulls which had always been tractable suddenly turned savage, sheep broke down hedges and devoured the clover, cows kicked the pail over, hunters refused their fences and shot their riders on to the other side.	نۆبەنەكێ كە هەمیشە ئارام و لینیێ بێنێ، كتوپڕێوەنە وەحشیێ بیێ. كاوڕەكێ پەڕچینەكێشا لابەردٚێ و شەوهرەكەشا واردٚ. گاوەكێ بادٚیێ شۆتەكەیشا متێ. هەسپێ ڕاوێ نەپڕێنێ سەرووو بارومیەنە و سوارەكاشا وزێنێرە.			Hawrami
Above all, the tune and even the words of 'Beasts of England' were known everywhere.	چینیشا كە ویەرمێ، ئینە بێ كە گردٚ لایوەنە بەزم و تارەلا ئانەیە شێعرۆ حەیوانەكێ ئێنگلیس‌یشا وەرە كەردٚێبێ.			Hawrami
It had spread with astonishing speed. The human beings could not contain their rage when they heard this song, though they pretended to think it merely ridiculous. They could not understand, they said, how even animals could bring themselves to sing such contemptible rubbish.	گۆرانیۆ شۆڕشی كرژوكۆل یاوای بێ گردٚ لای و هەر چن بنیادٚمێ پاسنە وێشا وزێنێ پەو بارەرە كە هەمیەتێو مەدٚا پی قسا و گۆرانیۆ شۆڕشی گۆترەیە مزانانێ بەڵام وەختێو ئەژنەوێنێش نەتاوێنێ وەروو توڕەیی وێشا گێرانێ و واچێنێ ئادٚێ چەنی مشیۆم بە وێشا ئیجازە دانێ كە چێوێوی چێمنە و ئاننه گۆتری بواناوە.			Hawrami
Any animal caught singing it was given a flogging on the spot. And yet the song was irrepressible.	حەر حەیوانێوشا وەختوو ئەوەوانای سرودەكێنە گێرتایا حەر چاگەنە شەلاخش دێنێرە، بەڵام پی كاراچەوە هەر نەتاواشا وەروو ئەوەوانای سروودەكێ گێرانێ.			Hawrami
The blackbirds whistled it in the hedges, the pigeons cooed it in the elms, it got into the din of the smithies and the tune of the church bells.	تووكا سیاوەكێ سەرووو پەڕچینیەوە فیكەش كەرێنێ، كاوەترەكێ سەرووو درەختێ تایلێ‌وە كمەكمش كەرێنێ، بەزموو چریكەكەی تارەلاو ئانەیە لوابێنە دلێ دەنگوو چەكشوو ئاسنگەری و زەنگۆ كلیسای.			Hawrami
And when the human beings listened to it, they secretly trembled, hearing in it a prophecy of their future doom.	وەختێو ئێنسانێ ئەژنەوێنێش لەرزێنێوە و دماڕو تاڵوو وێشا دلێشەنە ڤینێنێ.			Hawrami
Early in October, when the corn was cut and stacked and some of it was already threshed, a flight of pigeons came whirling through the air and alighted in the yard of Animal Farm in the wildest excitement.	ئەوەڵوو ئۆكتۆبری وەختێو كە خەلەكەشا كەنت و كەردٚشا بە مڵۆ و كەمێوشا كواوە، پەڵێو كاوەتری هەوانە دەورێوشا دا و شێتڵانە و سەر سڕكەرانە ئامایرە وار ئەنە دلێ هەوشۆ قەڵای.			Hawrami
Jones and all his men, with half a dozen others from Foxwood and Pinchfield, had entered the five-barred gate and were coming up the cart-track that led to the farm.	جوونز و گردٚوو هێزەكەیش چنی شش نەفەراتەری جە فاكس وود و پەنج‌فیلدەوە دەروازە پەنج مێڵەیەكەوە ئامای ‌بێنێ چوەر و جە جادٚە خاكیەكەنە یاڤەی‌ بێنێنە باخچڵە و ئەیئەینێ سەر.			Hawrami
They were all carrying sticks, except Jones, who was marching ahead with a gun in his hands.	بێجگەم جوونزی كە وەڵێ گردٚیەنە بێ و تفەنگش پنە بێ، ئەوێشا تێڵا و كۆتەكشا پنە بێ.			Hawrami
Obviously they were going to attempt the recapture of the farm.	دیار بێ كە گەرەكشانا دیسانەوە باخچڵەی گێراوە دەسشا.			Hawrami
This had long been expected, and all preparations had been made.	چن وەخت چیەو وەڵێ چەمەڕاو ئی هەرمانێ بێنێ و حەر پی بۆنەوە وەڵتەر گردٚ كارێوشا ئامادٚە كەردٚە بێ.			Hawrami
Snowball, who had studied an old book of Julius Caesar's campaigns which he had found in the farmhouse, was in charge of the defensive operations.	ئێسنۆبال داستانەو جەنگوو ژولیۆ سێزاریش جە كتێبێوی كۆنەنە كە یانەو جوونزیەنە یۆستەبێشەوە، وانابێوە و پی بۆنەوە بی بە ئامێرهێز78 و سەرپەلی79 وەرگیری ڤەراڤەر بە ئادٚیشا كەوت سەرووو شاناش.			Hawrami
He gave his orders quickly, and in a couple of minutes every animal was at his post.	ئادٚ كرژوكۆڵ دەسووورێش دەی و نەخەیناش دوێ خۆلێ گردٚوو حەیوانا ئامای سەروو پۆسو وێشا.			Hawrami
As the human beings approached the farm buildings, Snowball launched his first attack. All the pigeons, to the number of thirty-five, flew to and fro over the men's heads and muted upon them from mid-air; and while the men were dealing with this, the geese, who had been hiding behind the hedge, rushed out and pecked viciously at the calves of their legs.	وەختێو بنیادٚمەكێ نزیكوو یانەكاو باخچڵەی بیێوە، ئێسنۆبال دەسووورو هێرشیش دا.گردٚوو كاوەترەكا كە فرەتەر جە سی و پەنج دانا بێنێ، سەروو سەرەیشاوە خۆلیێنێوە و ئاسمانەوە ڕێقنەشا كەرێنێ پۆرە و وەختێو كە پیاكێ خەریكێ جەنگی بێنێ سۆنەكێ كە پەشتەو پەڕچینیەوە وێشا شارابێوە حەمڵەشا كەردٚ و پێسنە وەحشی پەشتەو ساقو پایشا دارە وەرو دەنووكا.			Hawrami
However, this was only a light skirmishing manoeuvre, intended to create a little disorder, and the men easily drove the geese off with their sticks.	بەڵام ئی بەشە جە هەرمانەكێ تەنیا مانۆڕ و دەرگیریێوی گولالە بێ كە بۆنەو قەرەباڵخ كەردٚەی یاگەكێ بێ و پیاكێ بە لەق و شەق سۆنەكێشا بەر كەردٚێ.			Hawrami
Snowball now launched his second line of attack.	بەڵام چی مەرحەلێنە ئێسنۆبال دەسش كەردٚ بە هێرشی دماینی.			Hawrami
Muriel, Benjamin, and all the sheep, with Snowball at the head of them, rushed forward and prodded and butted the men from every side, while Benjamin turned around and lashed at them with his small hoofs.	مووڕیل، بنجامین و گردٚووو كاوڕەكا بە یاردٚەی ئێسنۆبال‌ی كە وەڵێ گردٚیەنە بێ، حەمڵەشا كەردٚ و لوەی وەرەوە و پیاكێشا بە شاخێ قۆتێ و بە پا گێرتێرە لەقێ و بنجامینیچ پەشتیش كەردٚێ‌بێوە بنیادٚمەكا و پاسنە هۆرشانێ كە ئەجیێت سمش نیا زەمینەنە.			Hawrami
But once again the men, with their sticks and their hobnailed boots, were too strong for them; and suddenly, at a squeal from Snowball, which was the signal for retreat, all the animals turned and fled through the gateway into the yard.	بەڵام پیاكێ بە بۆنەو ئانەیەوە كۆتەك و تێڵاشا پنەبێ زۆردٚارتەرێ بێنێ و كتوپڕ بە ئەوەباڕیاو ئێسنۆبالی بە نیشانۆ دماگێڵی، گردٚوو حەیوانەكا گێڵایوە و جە ڕاو دەروازەكەیەنە بەرشیێ پەی هەوشێ.			Hawrami
The men gave a shout of triumph. They saw, as they imagined, their enemies in flight, and they rushed after them in disorder.	پیاكێ پەی ئەوەبەردٚەی و سەركەوتەیشا هاوارێوشا كەردٚ و حەر پاسنە كە چەمەڕا بێنێ دژمەنشا جە بەرشیەینە دی و شۆنیشەرە جە گردٚ لایوەنە تارشا نیەی‌‌.			Hawrami
This was just what Snowball had intended.	ئینە حەر ئا چێوە بێ كە ئێسنۆبال‌ی گەرەك بێ.			Hawrami
As soon as they were well inside the yard, the three horses, the three cows, and the rest of the pigs, who had been lying in ambush in the cowshed, suddenly emerged in their rear, cutting them off. Snowball now gave the signal for the charge.	حەر ئانە كە گردٚێشا ئاماینە هەوشە یەرێ هەسپێ، یەرێ گاوێ و بڕێو خووگێ كە جە گەوڕوو گاوەكانە كەمینشا كەردە بێ و وێشا گێرتەبێشارە ئامای پەشتیشا و ڕاشا ڤنە بەسێ و حەر چی وەختەنە ئێسنۆبال دەسووورو حەمڵەیش دا.			Hawrami
He himself dashed straight for Jones. Jones saw him coming, raised his gun and fired.	ئادٚ وێش، ڕێك لوا پەی جوونزی.جوونز وەختێو ئادٚش دی، ئەسڵەحەكەش بەردٚ ئاردٚ و تەقناش.			Hawrami
The pellets scored bloody streaks along Snowball's back, and a sheep dropped dead.	پەشتو ئێسنۆبال‌ی خەتێوە ونینەش كۆتەنە و كاوڕێو كەوت زەمین و کوشیا.			Hawrami
Without halting for an instant, Snowball flung his fifteen stone against Jones's legs.	بە بێ ساتێو مدرای ئێسنۆبال لاشەی سەدٚ كیلویی وێش ڤسش سەروو پایاو جوونزی.			Hawrami
Jones was hurled into a pile of dung and his gun flew out of his hands.	جوونزیچ كەوت سەرووو كۆماو تەپاڵا و ئەسڵەحەكە دەسشەوە كەوتەرە.			Hawrami
But the most terrifying spectacle of all was Boxer, rearing up on his hind legs and striking out with his great iron-shod hoofs like a stallion.	بەڵام خرابتەرین و پیستەرین ڤەرچەم ساتێو بێ كە باكسێر بەرز بیەوە سەرووو پایاوە و بە ناڵە ئاسنینەكاشەوە جۆتلێ هۆرشانێ.			Hawrami
His very first blow took a stable-lad from Foxwood on the skull and stretched him lifeless in the mud.	بە هەوەڵین جۆتلێش سەرەو یۆ جە سەرپەلەكاو ساحیبەكێ «فاكس وود»یش خەلتان كــەردٚ و بێ‌گیــان ڤسـتش سەرووو هەڕێ.			Hawrami
At the sight, several men dropped their sticks and tried to run.	فرەو پیاكا وەختێو كە ئینەشا دی تێڵاكێشا فڕە دەی و بەرشیێ.			Hawrami
Panic overtook them, and the next moment all the animals together were chasing them round and round the yard. They were gored, kicked, bitten, trampled on.	گردٚێشا تەرسای و پەشۆكیای بێنێ. بنیادٚمەكێ گردٚ لایوە كەوتێ چێروو شاخ و سمی.			Hawrami
There was not an animal on the farm that did not take vengeance on them after his own fashion.	حەیوانەكێچ هەر یۆ بە ڕەسموو وێشا حەقە كەرێنێوە.			Hawrami
Even the cat suddenly leapt off a roof onto a cowman's shoulders and sank her claws in his neck, at which he yelled horribly.	كتووپڕێوەنە پشیلێ پەشتەو بانیەوە پڕارە سەرووو شانەو یۆ جە گاوڕامەكا و پەنجۆڵەكێش چەقنەیش ملشەرە و گاوڕامەكەیچ هاوارێوی كەسكۆننش كەرد.			Hawrami
At a moment when the opening was clear, the men were glad enough to rush out of the yard and make a bolt for the main road.	جە یەك ساتەنە پیاكێ وەختێو كە دیشا ئیسە ئا وەختەنە كە متاڤانێ بەرپشانێ، دەسشا كەردٚ ڕەمەی پەی لاو جادٚە ئەسڵیەكەی.			Hawrami
And so within five minutes of their invasion they were in ignominious retreat by the same way as they had come, with a flock of geese hissing after them and pecking at their calves all the way.	پێسنە بی كە هەڵای خۆلێوە نەویەردٚە ‌بێ؛ بە وەنامی و سەرشۆڕیەوە دەسشا كەردٚ بەرشیەی و سۆنەكێچ شۆنیشارە كەوتێ‌بێنێ دەنووك شای پەشتەو پایاشا.			Hawrami
All the men were gone except one.	بێجگەم یۆیشا، پیاكێ گردٚی لوەی.			Hawrami
Back in the yard Boxer was pawing with his hoof at the stable-lad who lay face down in the mud, trying to turn him over. The boy did not stir.	حەیوانەكێ وەختێو گێڵایوە، دیشا كە باكسێر حەوشەنە بە سمەكاش زەمینی هۆركەنۆ و گەرەكشا تا سەرپەلەكەی كە لەپەڕوو ئیژیابێ80 و كێشیابێ هەڕەورە؛ هۆرگێڵنۆوە بەڵام كۆڕەكە جمەش چنە بڕیابێ.			Hawrami
He is dead, said Boxer sorrowfully.	باكسێری واتش بەداخەوە: «مەردٚەن ».			Hawrami
I had no intention of doing that. I forgot that I was wearing iron shoes. Who will believe that I did not do this on purpose?	من گەرەكم نەبێ کوشووش. ویرم شیەبێوە ناڵێ ئاسنینێم هەنێ. «كێ باوەر كەرۆ كە من ئانقەسی ئی كارمە نەكەردٚەن» ؟			Hawrami
No sentimentality, comrade! cried Snowball from whose wounds the blood was still dripping.	ئێسنۆبال جە حاڵێوەنە هێشتا جە زەخمەكاشەرە ونی چكێرە هاوارش كەردٚ و نەڕا: «ڕەفێق، گەرەكش نیا وێت ناڕەحەت كەری !			Hawrami
War is war. The only good human being is a dead one.	جەنگ جەنگا. ئێنسانێ تەنیا وەختێو خاسێنێ كە مەردێ بانێ».			Hawrami
I have no wish to take life, not even human life, repeated Boxer, and his eyes were full of tears.	باكسێر حەر پاسنە كە هەرسی وەسێ‌بێـنێنە دلێ چەماش، دوەجارش كەردٚەوە «من گەرەكم نیا ژیوای كەسی بڕوەوە، تارەلاو ژیواو ئێنسانی».			Hawrami
Where is Mollie? exclaimed somebody.	یۆ جە حەیوانەكا بە تەعاجبێوەوە واتش: «موولی‌یە ئـینا چــكۆ » ؟			Hawrami
Mollie in fact was missing.	جە عەسڵەنە واچی «مولی»یە گمە بیێ‌بێ.			Hawrami
For a moment there was great alarm; it was feared that the men might have harmed her in some way, or even carried her off with them.	پەی ساتێوێ دڵەچركە و تەرسی كەوتەنە دلێ گردٚی؛ تەرسێنێ بنیادٚما بریندارە كەردٚێ بۆ.			Hawrami
In the end, however, she was found hiding in her stall with her head buried among the hay in the manger.	بەڵام ئاخر و ئۆخرەوە دلێ گەوڕیەنە و جە حاڵێوەنە كە سەرەش كەردە بێ دلێ ئاڵفیەرە و سەروو ئاوەڕێوە بیێ‌بێ دیێ‌بێشاوە.			Hawrami
She had taken to flight as soon as the gun went off.	حەر جە ساتۆ ئەوەڵی كە تفەنگ تەقابێ بەرشیێ‌بێ.			Hawrami
And when the others came back from looking for her, it was to find that the stable-lad, who in fact was only stunned, had already recovered and made off.	حەیوانەكێ شۆنەو ئانەیرە موولیەشا یۆسەوە، ئامایوە پەی هەوشێ و دیشا كە سەرپەلەكە جە عەسڵەنە بێهۆش كەوتەن و شۆنەو ئانەیەرە ئامانەوە پوێورە بەرشیەن.			Hawrami
The animals had now reassembled in the wildest excitement, each recounting his own exploits in the battle at the top of his voice.	حەیوانەكێ دیسانەوە كۆماڵێشا بینا دەوروو هەنترین‌یەنە. حەر كام چادٚیشا تا تاوێنێ بە دەنگی بەرز داستانەو ئازایی وێشا دلێ جەنگیەنە گێڵنێنێوە.			Hawrami
An impromptu celebration of the victory was held immediately.	شۆنیشەرە و بێ ئانەیە وەڵێنە واچا جەژنۆ سەركەوتەیشا گێرتە.			Hawrami
The flag was run up and 'Beasts of England' was sung a number of times, then the sheep who had been killed was given a solemn funeral, a hawthorn bush being planted on her grave.	ئاڵاشا بەردٚە سەر و گۆرانیۆ حەیوانەكێ ئینگلیس‌یشا چننێ كەڕەتێ واناوە. شۆنەو ئانەیەرە كاوڕێو كە کوشیا بێ فرە ڕێك و پێك ئەسپەردٚەشا كەردٚ و باقێوە گۆڵێشا نیەی سەرووو قەبرەكێش.			Hawrami
At the graveside Snowball made a little speech, emphasising the need for all animals to be ready to die for Animal Farm if need be.	سەرووو قەبرێوە ئێسنۆبال‌ی كەمێو قسێش كەردٚێ و واتش كە مشیوم حەیوانێ جە ڕاو هاگادٚاری قەڵایوە گیانشا بەخت كەرا.			Hawrami
"The animals decided unanimously to create a military decoration, ""Animal Hero, First Class,"" which was conferred there and then on Snowball and Boxer."	حەیوانەكێ حەر چاگە ئامایوە سەروو ئانەیە كە نیشانێڤۆ شانازی بە نامێو «قارەمانوو دەرەجە یەكوو حەیوانا» وەش كەرانێ و ئی نیشانێشا حەر چاگە دا بە ئێسنۆبال و باكسێری.			Hawrami
It consisted of a brass medal (they were really some old horse-brasses which had been found in the harness-room), to be worn on Sundays and holidays.	ئی نیشانێ ملەوانێوە برێنجیێ وەشە كریەی بێ (كە جە هەمارو كەلوپەلیەنە یۆسێبێشاوە) و پاسنە قەرارشا نیارە یەكشەمەكێ و حەر پاسنە جە ڕوە تەحتیلیەكێنە كەراشەنە ملشا.			Hawrami
"There was also ""Animal Hero, Second Class,"" which was conferred posthumously on the dead sheep."	نیشانێوە تەرە بە نامێو «قارەمانوو دەرەجە دو حەیوانا»شا وەشە كەردٚە و داشا بە كاوڕە کوشیاكەی.			Hawrami
There was much discussion as to what the battle should be called. In the end, it was named the Battle of the Cowshed, since that was where the ambush had been sprung.	سەروو ئانەیە كە نامێو جەنگەكەی چێش بنیا، باسێوی فرەشا كەردٚ و ئاخرەوە نامێشا نیا «جەنگو گاودانی». بە بۆنەو ئانەیەوە كە گاودانی كەمینگاو خووگەكا جە جەنگەنە بیەبێ.			Hawrami
Mr. Jones's gun had been found lying in the mud, and it was known that there was a supply of cartridges in the farmhouse.	ئەسڵەحەكەو جوونزیشا لاو هەڕ و لیتەیەنە یۆسەوە. حەر پاسنەیچە زانێنێ كە یانەو جوونزیەنە فیشەكێ هەنێ.			Hawrami
It was decided to set the gun up at the foot of the Flagstaff, like a piece of artillery, and to fire it twice a year--once on October the twelfth, the anniversary of the Battle of the Cowshed, and once on Midsummer Day, the anniversary of the Rebellion.	پاسە دیاریشا كەردٚ كە ئەسڵەحەكەی پێسە تۆپێ پاو دارو ئاڵاكێنە كوارە و ساڵێوە دوێ جارێ تەقناش؛ جارێو دوانزەو ئۆكتۆبری؛ ساڵرۆ جەنگو گاودانی و جارێوتەرشا نیمەو هامنی، ساڵرۆ ئێنقێلابی.			Hawrami
Chapter 5	لێژەو 5			Hawrami
As winter drew on, Mollie became more and more troublesome.	بەنزیكەوە بیەی زمسانی ناراحەتی و ئێش و ئازارو موولی‌یێ فرەتەر بی.			Hawrami
She was late for work every morning and excused herself by saying that she had overslept, and she complained of mysterious pains, although her appetite was excellent.	گردٚ روێو ساحبانەی بە بەهانەو ئانەیەوە كە وەرمەنە بیێنە و هایش نەبیەنەوە، دێر دێر ئەی سەروو كاری و جە دەردٚ و ئێشێوی فرەی كە زەنگۆڵێشەنە بێ شكات كەرێنە بەڵام پی گردٚوو قساوە ئەشتەهاش خاسە بێ.			Hawrami
On every kind of pretext she would run away from work and go to the drinking pool, where she would stand foolishly gazing at her own reflection in the water.	حەر بەهانێ یۆزێوە و چێروو كاریەنە بەرشێ و لوێ سەرووو حەوزوو ئاوێ و مەسخەرێوەوە مدرێرە و ئاوەكێنە تەماشاو وێش كەرێ.			Hawrami
But there were also rumours of something more serious.	بەڵام شافەشا ڤسەبێرە چێوانێوی فرەتەر هەن.			Hawrami
"One day, as Mollie strolled blithely into the yard, flirting her long tail and chewing at a stalk of hay, Clover took her aside. Mollie, she said, ""I have something very serious to say to you."	ڕڤێڤشا وەختێو موولی‌یە بە قلیچكەی درێژش ناز كەرێنە و بە لەنجەولارە لوەی لوێ پەی هەوشێ، كلۆوێر‌ی كێشتەوە كەنار و واتش:موولی چێوێوی هەمیەتدار هەن كە مشیۆم واچوونە پنەت.			Hawrami
This morning I saw you looking over the hedge that divides Animal Farm from Foxwood. One of Mr. Pilkington's men was standing on the other side of the hedge.	ئارۆ ساحبێو دیم تەماشاو ئەولاو پەڕچینی بەینوو باخچڵەو حەیوانا و فاكس‌وودی كەرێنی و یۆ جە پیاكاو ئاغەی پیل كینگتۆن‌ی چەولاو پەڕچینیەوە بێ			Hawrami
And--I was a long way away, but I am almost certain I saw this--he was talking to you and you were allowing him to stroke your nose.	هەرچن كە من دوورەوە بێنێ بەڵام دڵنیانا كە تۆ قسێش كەرێنی چنی و ئیجازەت دا پنە دەس بارۆنە قەپۆسەتەرە.			Hawrami
"What does that mean, Mollie?"""	موولی ئی كارتە یانێو چێش ؟			Hawrami
He didn't! I wasn't! It isn't true! cried Mollie, beginning to prance about and paw the ground.	موولی حەر پاسنە دەوروو وێشەنە خۆلیێوە و گەردٚەخل كەرێ سەڕا و واتش: نا نا، هیچش پاسنە نیا. ئادٚ پاسنەش نەكەردٚ !			Hawrami
Mollie! Look me in the face. Do you give me your word of honour that that man was not stroking your nose?	موولی ! بدٚیەنە دلێ چەمام. قەوڵێوی پیایانەم دە پنە كە ئێتر ئا پیا دەس نارۆنە قەپۆسەتەرە ؟			Hawrami
It isn't true! repeated Mollie, but she could not look Clover in the face, and the next moment she took to her heels and galloped away into the field.	موولی‌یە ئەوەخواش كەردٚەوە: «نا بۆ خودٚا پاسنە نیا». بەڵام نەتاواش تەماشاو چەمێ كلۆوێری كەرۆنە و شۆنیشەرە چوارناڵش كەردٚ پەی لاو باخچڵەی و دوورە كەوتەوە.			Hawrami
A thought struck Clover. Without saying anything to the others, she went to Mollie's stall and turned over the straw with her hoof.	چێوێو ئاماوە ویرو كلۆوێری و بێ ئانەیە بە كەسی واچۆنە لوا سەروو ئاوەڕەكۆ موولی‌یێ و بە سمەكەش ئاڵفەكەش دا چێرەورە.			Hawrami
Hidden under the straw was a little pile of lump sugar and several bunches of ribbon of different colours.	كۆڵێو قەنی گولاله و چن نەوار دەسماڵێ ڕەنگاوڕەنگێش یۆسێوە.			Hawrami
Three days later Mollie disappeared.	یەرێ ڕوێ شۆنەو ئینەیەرە موولی‌یە گمە بیە.			Hawrami
For some weeks nothing was known of her whereabouts, then the pigeons reported that they had seen her on the other side of Willingdon. She was between the shafts of a smart dogcart painted red and black, which was standing outside a public-house.	تا چن حەفتێ دەنگێوش نەبی و كەسێویچ نەزانێ ئینا چكۆ، تا ئینە كە كاوەترەكێ ڕاپۆرتشا دا ئەولاو ویلینگدون‌یەنە دیێنەشا كە بەینو دوێ مێڵێ كالسكێوێ تەڕ و تازێ بە رەنگی سیاو و سوورێ وەروو مەشروب ورشیێویەنە بینیەنەوە.			Hawrami
A fat red-faced man in check breeches and gaiters, who looked like a publican, was stroking her nose and feeding her with sugar.	پیایوی ڕوو سوور كە پاتۆڵێ دەرەدامانێ بە نەخشوو سەرە پیازی و ساقبەنێش كەردێ‌بێنێـنە و ئەوە مەشروب‌ورەشا شێ، دەس ئارێ قەپۆســەشەرە و قەنش دێ پنە.			Hawrami
Her coat was newly clipped and she wore a scarlet ribbon round her forelock.	قژەكێش تازە كۆتەیش كەردێ بێنێوە و دەوەسەڕێوی سوركارشا بەسەبێ دەورو فۆكلەكاشەرە81.			Hawrami
She appeared to be enjoying herself, so the pigeons said.	پاسنە كاوەترەكا گێڵنابێوە رومەتــشەنە دیار بێ ڕازیەنە.			Hawrami
None of the animals ever mentioned Mollie again.	چا ڕۆوە  ئێتر هیچكام جە حەیوانەكا نامێو موولیێشا نەبەردٚە.			Hawrami
In January there came bitterly hard weather.	جە ژانویەنە هەوا تەمام سەردٚ بیەوە.			Hawrami
The earth was like iron, and nothing could be done in the fields.	زەمین پێسنە ئاسنی سفت بیەبێوە و هیچ كارێو نەكریێ.			Hawrami
Many meetings were held in the big barn, and the pigs occupied themselves with planning out the work of the coming season.	جەلەسێ فرێشا جە گەوڕی گەورەنە ڕێك ڤسێ و خووگەكێ حەر خەریكێ بەرنامەریزی پەی فەسلی دماینی بێنێ.			Hawrami
It had come to be accepted that the pigs, who were manifestly cleverer than the other animals, should decide all questions of farm policy, though their decisions had to be ratified by a majority vote.	كەمكەم گردٚێ قەبوڵشا كەردٚە بێ، خووگەكێ بۆنەو ئینەیەوە جە گردٚوو حەیوانەكا ژیرتەرێنێ مشیۆم گردٚوو تەنگوچەڵەمێ و تەگەرێ باخچڵەی بەرا راوە. هەر چن ڕاچنوو82 ئادٚیشا مشیەیا بە سەرتەرین ئاستو ڕەهیا بیەیا.			Hawrami
This arrangement would have worked well enough if it had not been for the disputes between Snowball and Napoleon.	ئەگەر كێوڵكانێ83 و كۆڵەكانۆ ئێسنۆبال و ناپلئۆن‌ی نەبیەیا، ئی هەرمانێ خاس لوێ ڕاوە. 			Hawrami
